날짜,요일,홈,방문,구장,관중수
2022-08-27,토,NC,KT,창원,"8,977"
2022-08-27,토,SSG,롯데,문학,"21,043"
2022-08-27,토,KIA,두산,광주,"11,053"
2022-08-27,토,LG,키움,잠실,"15,250"
2022-08-28,일,삼성,한화,대구,"10,236"
2022-08-28,일,NC,KT,창원,"5,110"
2022-08-28,일,SSG,롯데,문학,"20,604"
2022-08-28,일,KIA,두산,광주,"8,188"
2022-08-28,일,LG,키움,잠실,"12,917"
2022-08-30,화,키움,롯데,고척,"4,381"
2022-08-31,수,한화,KIA,대전,"3,513"
2022-08-31,수,키움,롯데,고척,"6,685"
2022-08-31,수,LG,NC,잠실,"8,553"
2022-08-31,수,KT,두산,수원,"3,798"
2022-08-31,수,삼성,SSG,대구,"4,314"
2022-09-01,목,키움,한화,고척,"2,799"
2022-09-01,목,KT,LG,수원,"6,888"
2022-09-01,목,두산,롯데,잠실,"6,219"
2022-09-01,목,SSG,NC,문학,"7,804"
2022-09-01,목,KIA,삼성,광주,"5,234"
2022-09-02,금,키움,한화,고척,"3,156"
2022-09-02,금,KT,LG,수원,"10,128"
2022-09-02,금,두산,롯데,잠실,"8,100"
2022-09-02,금,SSG,NC,문학,"12,392"
2022-09-02,금,KIA,삼성,광주,"6,274"
2022-09-03,토,KIA,KT,광주,"10,639"
2022-09-03,토,한화,NC,대전,"5,547"
2022-09-03,토,두산,삼성,잠실,"13,113"
2022-09-03,토,SSG,키움,문학,"20,347"
2022-09-04,일,KIA,KT,광주,"7,056"
2022-09-04,일,롯데,LG,사직,"6,286"
2022-09-04,일,한화,NC,대전,"3,743"
2022-09-06,화,KT,한화,수원,"3,459"
2022-09-06,화,롯데,KIA,울산,"5,060"
2022-09-06,화,NC,두산,창원,"4,331"
2022-09-06,화,LG,SSG,잠실,"12,917"
2022-09-06,화,삼성,키움,대구,"3,890"
2022-09-07,수,KT,한화,수원,"4,364"
2022-09-07,수,롯데,KIA,울산,"7,380"
2022-09-07,수,NC,두산,창원,"8,070"
2022-09-07,수,LG,SSG,잠실,"15,185"
2022-09-07,수,삼성,키움,대구,"5,093"
2022-09-08,목,두산,한화,잠실,"4,757"
2022-09-08,목,SSG,KIA,문학,"16,148"
2022-09-08,목,키움,LG,고척,"6,505"
2022-09-08,목,삼성,롯데,대구,"13,125"
2022-09-08,목,KT,NC,수원,"3,651"
2022-09-09,금,두산,한화,잠실,"5,691"
2022-09-09,금,SSG,KIA,문학,"20,951"
2022-09-09,금,키움,LG,고척,"10,074"
2022-09-09,금,삼성,롯데,대구,"12,634"
2022-09-09,금,KT,NC,수원,"5,966"
2022-09-10,토,두산,KIA,잠실,"13,433"
2022-09-10,토,키움,KT,고척,"4,017"
2022-09-10,토,삼성,LG,대구,"11,995"
2022-09-10,토,롯데,NC,사직,"11,091"
2022-09-10,토,한화,SSG,대전,"5,236"
2022-09-11,일,두산,KIA,잠실,"20,681"
2022-09-11,일,키움,KT,고척,"5,009"
2022-09-11,일,삼성,LG,대구,"15,446"
2022-09-11,일,롯데,NC,사직,"12,343"
2022-09-11,일,한화,SSG,대전,"7,863"
2022-09-13,화,한화,KT,대전,"2,723"
2022-09-13,화,두산,LG,잠실,"6,803"
2022-09-13,화,롯데,SSG,사직,"4,570"
2022-09-13,화,NC,삼성,창원,"3,780"
2022-09-13,화,KIA,키움,광주,"3,507"
2022-09-14,수,한화,KT,대전,"2,777"
2022-09-14,수,두산,LG,잠실,"7,098"
2022-09-14,수,롯데,SSG,사직,"4,179"
2022-09-14,수,NC,삼성,창원,"4,084"
2022-09-14,수,KIA,키움,광주,"5,175"
2022-09-15,목,KIA,한화,광주,"5,158"
2022-09-15,목,LG,KT,잠실,"9,614"
2022-09-15,목,삼성,두산,대구,"5,374"
2022-09-15,목,NC,SSG,창원,"3,851"
2022-09-15,목,롯데,키움,사직,"5,133"
2022-09-16,금,KIA,한화,광주,"8,642"
2022-09-16,금,삼성,두산,대구,"6,576"
2022-09-16,금,NC,SSG,창원,"5,680"
2022-09-16,금,롯데,키움,사직,"8,567"
2022-09-17,토,LG,한화,잠실,"20,104"
2022-09-17,토,삼성,KIA,대구,"15,130"
2022-09-17,토,KT,롯데,수원,"14,944"
2022-09-17,토,키움,NC,고척,"5,827"
2022-09-17,토,SSG,두산,문학,"20,871"
2022-09-18,일,LG,한화,잠실,"16,798"
2022-09-18,일,삼성,KIA,대구,"12,340"
2022-09-18,일,KT,롯데,수원,"16,612"
2022-09-18,일,키움,NC,고척,"4,128"
2022-09-18,일,SSG,두산,문학,"17,684"
2022-09-20,화,SSG,KT,문학,"10,066"
2022-09-20,화,KIA,LG,광주,"5,992"
2022-09-20,화,한화,롯데,대전,"5,515"
2022-09-20,화,두산,NC,잠실,"7,386"
2022-09-20,화,키움,삼성,고척,"4,851"
2022-09-21,수,SSG,KT,문학,"10,359"
2022-09-21,수,KIA,LG,광주,"6,633"
2022-09-21,수,한화,롯데,대전,"4,291"
2022-09-21,수,두산,NC,잠실,"4,683"
2022-09-21,수,키움,삼성,고척,"5,407"
2022-09-22,목,SSG,한화,문학,"11,471"
2022-09-22,목,NC,KIA,창원,"7,340"
2022-09-22,목,삼성,KT,대구,"6,006"
2022-09-22,목,LG,롯데,잠실,"18,034"
2022-09-22,목,키움,두산,고척,"3,063"
2022-09-23,금,SSG,한화,문학,"16,353"
2022-09-23,금,NC,KIA,창원,"9,871"
2022-09-23,금,삼성,KT,대구,"8,056"
2022-09-23,금,LG,롯데,잠실,"19,377"
2022-09-23,금,키움,두산,고척,"4,040"
2022-09-24,토,LG,한화,잠실,"16,775"
2022-09-24,토,NC,KIA,창원,"12,938"
2022-09-24,토,키움,롯데,고척,"9,442"
2022-09-24,토,SSG,두산,문학,"19,253"
2022-09-25,일,두산,한화,잠실,"9,590"
2022-09-25,일,삼성,KIA,대구,"17,730"
2022-09-25,일,NC,KT,창원,"5,148"
2022-09-25,일,SSG,LG,문학,"23,000"
2022-09-27,화,한화,LG,대전,"3,110"
2022-09-27,화,KT,두산,수원,"4,196"
2022-09-27,화,NC,키움,창원,"2,571"
2022-09-28,수,한화,LG,대전,"2,845"
2022-09-28,수,KT,두산,수원,"5,220"
2022-09-28,수,NC,삼성,창원,"5,164"
2022-09-29,목,LG,KT,잠실,"10,859"
2022-09-29,목,KIA,롯데,광주,"6,294"
2022-09-29,목,삼성,NC,대구,"7,703"
2022-09-29,목,한화,두산,대전,"2,018"
2022-09-29,목,SSG,키움,문학,"13,358"
2022-09-30,금,한화,롯데,대전,"4,025"
2022-09-30,금,LG,NC,잠실,"11,076"
2022-09-30,금,삼성,두산,대구,"9,081"
2022-09-30,금,SSG,키움,문학,"20,422"
2022-10-01,토,LG,NC,잠실,"17,282"
2022-10-01,토,삼성,두산,대구,"15,964"
2022-10-01,토,KIA,SSG,광주,"13,341"
2022-10-02,일,한화,KIA,대전,"11,336"
2022-10-02,일,LG,NC,잠실,"15,711"
2022-10-02,일,롯데,두산,사직,"14,088"
2022-10-03,월,롯데,두산,사직,"11,162"
2022-10-03,월,한화,SSG,대전,"7,023"
2022-10-04,화,LG,KIA,잠실,"13,385"
2022-10-04,화,KT,삼성,수원,"5,451"
2022-10-05,수,KIA,LG,광주,"5,487"
2022-10-05,수,NC,롯데,창원,"11,326"
2022-10-05,수,두산,SSG,잠실,"9,474"
2022-10-05,수,KT,삼성,수원,"7,226"
2022-10-06,목,KIA,LG,광주,"5,209"
2022-10-06,목,NC,SSG,창원,"6,064"
2022-10-06,목,두산,삼성,잠실,"7,350"
2022-10-06,목,한화,키움,대전,"9,802"
2022-10-07,금,KIA,KT,광주,"15,175"
2022-10-07,금,NC,LG,창원,"6,257"
2022-10-07,금,두산,삼성,잠실,"11,681"
2022-10-08,토,NC,한화,창원,"12,462"
2022-10-08,토,KIA,KT,광주,"17,231"
2022-10-08,토,롯데,LG,사직,"22,990"
2022-10-08,토,삼성,SSG,대구,"24,000"
2022-10-08,토,두산,키움,잠실,"23,511"
2022-10-10,월,KT,NC,수원,"10,535"
2022-10-11,화,LG,KT,잠실,"10,092"
